Location_no,Location,Municipality,Province,Region,Country
8960,Leeuwte,Ruinen,Drenthe,"",Nederland
8961,Leeuwte,Vollenhove Ambt,Overijssel,"",Nederland
8963,Legeveen,Zuidwolde,Drenthe,"",Nederland
8964,Legeveld,Havelte,Drenthe,"",Nederland
8965,Leggelerveld,Dwingeloo,Drenthe,"",Nederland
8966,Lemelerveld,Ommen,Overijssel,"",Nederland
8967,Lemperhoek,Borculo,Gelderland,"",Nederland
8968,Lenthe,Dalfsen,Overijssel,"",Nederland
8969,Lenthe,Heino,Overijssel,"",Nederland
8970,Lettele,Diepenveen,Overijssel,"",Nederland
8972,Leuvenheim,Brummen,Gelderland,"",Nederland
8974,Lhee,Dwingeloo,Drenthe,"",Nederland
8975,Lheebroek,Dwingeloo,Drenthe,"",Nederland
8976,Lichtenberg,Hellendoorn,Overijssel,"",Nederland
8977,Liefkenshoek,Baarle-Nassau,Noord-Brabant,"",Nederland
8978,Lieren,Apeldoorn,Gelderland,"",Nederland
8979,Lieving,Beilen,Drenthe,"",Nederland
8980,Lijnden,Elst,Gelderland,"",Nederland
8981,Linde,Den Ham,Overijssel,"",Nederland
8982,Linde,Diepenveen,Overijssel,"",Nederland
8983,Linde,Zuidwolde,Drenthe,"",Nederland
8984,Linderte,Raalte,Overijssel,"",Nederland
8985,Linderveld,Zuidwolde,Drenthe,"",Nederland
8986,Linteloopolder,Nieuweschans,Groningen,"",Nederland
8988,Lochuizen,Neede,Gelderland,"",Nederland
8990,Loenen,Valburg,Gelderland,"",Nederland
8991,Loenen-Kronenburg,Loenen-Kronenburg,Noord-Holland,"",Nederland
8992,Loenen Nieuwersluis,Loenen Nieuwersluis,Utrecht,"",Nederland
8993,Loevestein,Poederoijen,Gelderland,"",Nederland
8994,Lohuizen,Epe,Gelderland,"",Nederland
8995,Lok,Havelte,Drenthe,"",Nederland
8996,De Lokkerij,De Wijk,Drenthe,"",Nederland
8999,Loo,Bathmen,Overijssel,"",Nederland
9000,Loo,Eibergen,Gelderland,"",Nederland
9001,Loobrink,Epe,Gelderland,"",Nederland
9002,Look,Holten,Overijssel,"",Nederland
9003,Loonerveld,Assen,Drenthe,"",Nederland
9004,Loozen,Gramsbergen,Overijssel,"",Nederland
9006,Lopikerkapel,Lopik,Utrecht,"",Nederland
9007,Lottegruppel,Zuidwolde,Drenthe,"",Nederland
9010,Lubbinge,Zuidwolde,Drenthe,"",Nederland
9011,Luchiesland,Assen,Drenthe,"",Nederland
9012,Lula,Windeweer,Groningen,"",Nederland
9013,Lunetten,Vught,Noord-Brabant,"",Nederland
9014,Lutjewolde,Ten Boer,Groningen,"",Nederland
9015,De Lutte,Losser,Overijssel,"",Nederland
9016,De Lutte,Oldenzaal,Overijssel,"",Nederland
9017,Lutten,Hardenberg Ambt,Overijssel,"",Nederland
9018,Luur,Steenderen,Gelderland,"",Nederland
9020,Magele,Den Ham,Overijssel,"",Nederland
9021,Makkum,Beilen,Drenthe,"",Nederland
9023,Malburgen,Huissen,Gelderland,"",Nederland
9024,Mander,Tubbergen,Overijssel,"",Nederland
9025,Mander,Ootmarsum Ambt,Overijssel,"",Nederland
9026,Manen,Ede,Gelderland,"",Nederland
9028,Mantinge,Westerbork,Drenthe,"",Nederland
9029,Mantingerdijk,Westerbork,Drenthe,"",Nederland
9031,'t Rooth,Margraten,Limburg,"",Nederland
9032,Termaar,Margraten,Limburg,"",Nederland
9034,Marienwaard,Beesd,Gelderland,"",Nederland
9036,Marijenkampen,Steenwijkerwold,Overijssel,"",Nederland
9037,Markelerbroek,Markelo,Overijssel,"",Nederland
9038,Markenbinnen,Uitgeest,Noord-Holland,"",Nederland
9039,Marle,Hellendoorn,Overijssel,"",Nederland
9040,Marsum,Appingedam,Groningen,"",Nederland
9041,Marwijksoord,Rolde,Drenthe,"",Nederland
9043,Matsloot,Roden,Drenthe,"",Nederland
9045,Langerak,Doetinchem,Gelderland,"",Nederland
9046,Meer,Den Ham,Overijssel,"",Nederland
9048,Meerland,Finsterwolde,Groningen,"",Nederland
9049,Tienray,Meerlo,Limburg,"",Nederland
9050,Raar,Meerssen,Limburg,"",Nederland
9051,Weert,Meerssen,Limburg,"",Nederland
9052,Meerten,Lienden,Gelderland,"",Nederland
9053,Meerveld,Apeldoorn,Gelderland,"",Nederland
9054,Megchelen,Gendringen,Gelderland,"",Nederland
9056,Meije,Bodegraven,Zuid-Holland,"",Nederland
9057,Mekelermeer,Zweeloo,Drenthe,"",Nederland
9058,Mariekerke,Meliskerke,Zeeland,"",Nederland
9061,Middel,Olst,Overijssel,"",Nederland
9062,Middelburg Ambacht,Middelburg Ambacht (ZH),Zuid-Holland,"",Nederland
9063,Middelhorst,Haren,Groningen,"",Nederland
9065,Middelveen,Zuidwolde,Drenthe,"",Nederland
9066,Middenweg,Muntendam,Groningen,"",Nederland
9067,Middenweg,Veendam,Groningen,"",Nederland
9069,Midlaren,Zuidlaren,Drenthe,"",Nederland
9070,Mijnden,Loosdrecht,Noord-Holland,"",Nederland
9071,Millingen,Dalfsen,Overijssel,"",Nederland
9073,Nieuw Milligen,Apeldoorn,Gelderland,"",Nederland
9074,Milt,Gendringen,Gelderland,"",Nederland
9076,Moddergat,Zuidwolde,Drenthe,"",Nederland
9077,'t Moer,Diever,Drenthe,"",Nederland
9078,Molecaten,Hattem,Gelderland,"",Nederland
9080,Molenwijk,Steenwijkerwold,Overijssel,"",Nederland
9081,Molenstreek,Veendam,Groningen,"",Nederland
9082,Molenwijk,Veendam,Groningen,"",Nederland
9085,Mossel,Ede,Gelderland,"",Nederland
9087,Muggenbeet,Giethoorn,Overijssel,"",Nederland
9088,Mullegen,Oldebroek,Gelderland,"",Nederland
9089,Mullegen,Heerde,Gelderland,"",Nederland
9091,Wintraak,Munstergeleen,Limburg,"",Nederland
9092,Muntendam,Zuidbroek,Groningen,"",Nederland
9093,Napels,Scheemda,Groningen,"",Nederland
9094,Naters,Westvoorne,Zuid-Holland,"",Nederland
9096,Nederbiel,Borculo,Gelderland,"",Nederland
9097,Unknown,Steenwijkerwold,Overijssel,"",Nederland
9098,Ospel,Nederweert,Limburg,"",Nederland
9099,Nederwetten,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,"",Nederland
9100,Neerdorp,Holten,Overijssel,"",Nederland
9101,Waardenburg,Neerijnen,Gelderland,"",Nederland
9105,Netterden,Bergh,Gelderland,"",Nederland
9110,Niekerk,Oldekerk,Groningen,"",Nederland
9115,Nieuw-Annerveen,Anloo,Drenthe,"",Nederland
9116,Nieuw-Balinge,Westerbork,Drenthe,"",Nederland
9118,Nieuw-Schoonebeek,Dalen,Drenthe,"",Nederland
9119,Nieuw-Strijen,Poortvliet,Zeeland,"",Nederland
9121,Nieuw-Wehl,Wehl,Gelderland,"",Nederland
9122,Nieuwe Schutting,Emmen,Drenthe,"",Nederland
9123,Nieuw-Stadskanaal,Onstwedde,Groningen,"",Nederland
9124,Nieuwe Statenzijl,Beerta,Groningen,"",Nederland
9125,Nieuwenhagen,Heide,Limburg,"",Nederland
9126,Nijensleek,Diever,Drenthe,"",Nederland
9127,Nieuwpoort,Nieuwpoort,Zuid-Holland,"",Nederland
9128,Nieuweroord,Hoogeveen,Drenthe,"",Nederland
9129,Nieuweroord,Westerbork,Drenthe,"",Nederland
9130,Nieuwveen,Delfland,Zuid-Holland,"",Nederland
9131,Nieuwgraaf,Duiven,Gelderland,"",Nederland
9132,Nieuwleusen,Dalfsen,Overijssel,"",Nederland
9133,Nieuw-Maarsseveen,Maarsseveen,Utrecht,"",Nederland
9134,Nieuwstad,Hellendoorn,Overijssel,"",Nederland
9135,Nijentap,Havelte,Drenthe,"",Nederland
9136,Nijlande,Rolde,Drenthe,"",Nederland
9137,Nijstad,Zuidwolde,Drenthe,"",Nederland
9140,Noetsele,Hellendoorn,Overijssel,"",Nederland
9141,Nooitgedacht,Rolde,Drenthe,"",Nederland
9143,Noord-Berghuizen,Losser,Overijssel,"",Nederland
9144,Nutter,Denekamp,Overijssel,"",Nederland
9145,Noord-Eschmarke,Lonneker,Overijssel,"",Nederland
9146,Noord-Lutte,Losser,Overijssel,"",Nederland
9147,Noord-Meer,Den Ham,Overijssel,"",Nederland
9148,Noord-Willemskanaal,Vries,Drenthe,"",Nederland
9149,Noordbroeksterveen,Noordbroek,Groningen,"",Nederland
9150,Noord-Deurningen,Ootmarsum Ambt,Overijssel,"",Nederland
9151,Noord-Deurningen,Ootmarsum,Overijssel,"",Nederland
9152,Noorden,Nieuwkoop,Zuid-Holland,"",Nederland
9153,Het Noorderrot,Doornspijk,Gelderland,"",Nederland
9154,Noordhoek,Zuidhorn,Groningen,"",Nederland
9156,Noordink,Hengelo (Ge),Gelderland,"",Nederland
9157,Noordmeer,Den Ham,Overijssel,"",Nederland
9158,Noordscheschut,Hoogeveen,Drenthe,"",Nederland
9159,Unknown,Beilen,Drenthe,"",Nederland
9160,Noordwijk,De Wijk,Drenthe,"",Nederland
9162,Norden,Putten,Gelderland,"",Nederland
9163,Norel,Epe,Gelderland,"",Nederland
9164,Notter,Wierden,Overijssel,"",Nederland
9165,Nude,Wageningen,Gelderland,"",Nederland
9166,Nuil,Ruinen,Drenthe,"",Nederland
9167,Nulde,Putten,Gelderland,"",Nederland
9168,Numero Dertien,Veendam,Groningen,"",Nederland
9169,Numero Een,Veendam,Groningen,"",Nederland
9170,Brand,Nuth,Limburg,"",Nederland
9171,Grijzegrubben,Nuth,Limburg,"",Nederland
9172,Helle,Nuth,Limburg,"",Nederland
9173,Hellebroek,Nuth,Limburg,"",Nederland
9174,Hommert,Nuth,Limburg,"",Nederland
9175,Horen,Nuth,Limburg,"",Nederland
9176,Hunnecum,Nuth,Limburg,"",Nederland
9177,Kamp,Nuth,Limburg,"",Nederland
9178,Nierhoven,Nuth,Limburg,"",Nederland
9179,Nieuwhof,Nuth,Limburg,"",Nederland
9180,Op den Driessee,Nuth,Limburg,"",Nederland
9181,Reijmersbeek,Nuth,Limburg,"",Nederland
9182,Straten,Nuth,Limburg,"",Nederland
9183,Terstraten,Nuth,Limburg,"",Nederland
9184,Tervoorst,Nuth,Limburg,"",Nederland
9185,Vaesrade,Nuth,Limburg,"",Nederland
9186,Voorst,Nuth,Limburg,"",Nederland
9187,Nutter,Denekamp,Overijssel,"",Nederland
9188,Nutter,Ootmarsum,Overijssel,"",Nederland
9190,Odoornerveld,Odoorn,Drenthe,"",Nederland
9191,Poelgeest,Oegstgeest,Zuid-Holland,"",Nederland
9192,Oeken,Brummen,Gelderland,"",Nederland
9193,Ommeren,Lienden,Gelderland,"",Nederland
9194,Oer,Gendringen,Gelderland,"",Nederland
9196,Oever,Emmen,Drenthe,"",Nederland
9197,Oirlo,Venray,Limburg,"",Nederland
9199,Gracht,Oirsbeek,Limburg,"",Nederland
9200,Oppeven,Oirsbeek,Limburg,"",Nederland
9201,Okkenbroek,Diepenveen,Overijssel,"",Nederland
9202,Okswerd,Zuidhorn,Groningen,"",Nederland
9203,Olburgen,Steenderen,Gelderland,"",Nederland
9204,Olden-Eibergen,Eibergen,Gelderland,"",Nederland
9205,Oud-Ootmarsum,Ootmarsum,Overijssel,"",Nederland
9206,Oldendieverbrug,Diever,Drenthe,"",Nederland
9207,Oldeneel,Zwollerkerspel,Overijssel,"",Nederland
9208,Oldenhof,Gramsbergen,Overijssel,"",Nederland
9209,Ommerschans,Ommen Stad,Overijssel,"",Nederland
9210,Ongeluk,Zuidwolde,Drenthe,"",Nederland
9212,Onna,Steenwijkerwold,Overijssel,"",Nederland
9213,Ooij,Oud-Zevenaar,Gelderland,"",Nederland
9215,Ooij,Zevenaar,Gelderland,"",Nederland
9216,Ooij en Persingen,Ooij en Persingen,Gelderland,"",Nederland
9218,Oolde,Laren,Gelderland,"",Nederland
9219,Oomsberg,Onstwedde,Groningen,"",Nederland
9220,Oosseld,Doetinchem,Gelderland,"",Nederland
9221,Oosseld,Doetinchem Ambt,Gelderland,"",Nederland
9222,Oostbroekdijk,Meerssen,Limburg,"",Nederland
9224,Oostbeek,Doornspijk,Gelderland,"",Nederland
9225,Oosteinde,Ermelo,Gelderland,"",Nederland
9226,Oosteinde,Nunspeet,Gelderland,"",Nederland
9227,Oosteinde,Ruinerwold,Drenthe,"",Nederland
9228,Oostendorp,Doornspijk,Gelderland,"",Nederland
9229,Ooster Dalfsen,Dalfsen,Overijssel,"",Nederland
9230,Ooster Lage Egge,Steenwijkerwold,Overijssel,"",Nederland
9231,Oosterboer,Meppel,Drenthe,"",Nederland
9232,Oosterend,Hennaarderadeel,Friesland,"",Nederland
9233,Oosterdiep,Veendam,Groningen,"",Nederland
9234,Oosterhesselerbrug,Oosterhesselen,Drenthe,"",Nederland
9235,Oosterwijk,Harderwijk,Gelderland,"",Nederland
9236,Oosterhoogebrug,Noorddijk,Groningen,"",Nederland
9237,Oosterhuizen,Apeldoorn,Gelderland,"",Nederland
9238,Oosterveld,Zuidwolde,Drenthe,"",Nederland
9239,Oosterwijk,Harderwijk,Gelderland,"",Nederland
9240,Oosterwolde,Doornspijk,Gelderland,"",Nederland
9242,Oostwold,Leek,Groningen,"",Nederland
9243,Oostwold,Aduard,Groningen,"",Nederland
9245,Ootmarsum Stad,Ootmarsum Stad,Overijssel,"",Nederland
9246,Ootmarsum Ambt,Ootmarsum Ambt,Overijssel,"",Nederland
9249,Oranjekanaal,Westerbork,Drenthe,"",Nederland
9250,Oranjedorp,Emmen,Drenthe,"",Nederland
9251,Oranjekanaal,Beilen,Drenthe,"",Nederland
9252,Oranjekanaal,Emmen,Drenthe,"",Nederland
9253,Oranjekanaal,Zweeloo,Drenthe,"",Nederland
9255,Orden,Apeldoorn,Gelderland,"",Nederland
9256,Ortele en Essen,Diepenveen,Overijssel,"",Nederland
9257,Ortele,Diepenveen,Overijssel,"",Nederland
9258,Ossedijk,Wedde,Groningen,"",Nederland
9259,Ossenzijl,Oldemarkt,Overijssel,"",Nederland
9260,Ossesluis,De Wijk,Drenthe,"",Nederland
9262,Oud-Annerveen,Anloo,Drenthe,"",Nederland
9263,Oud- en Nieuw-Vossemeer en Vrijberghe,Oud- en Nieuw-Vossemeer en Vrijberghe,Zeeland,"",Nederland
9264,Oud-Ootmarsum,Denekamp,Overijssel,"",Nederland
9266,Oude Bos,Veendam,Groningen,"",Nederland
9267,Oude en Nieuwe Struijten,Oude en Nieuwe Struijten,Zuid-Holland,"",Nederland
9268,Oude Molen,Vries,Drenthe,"",Nederland
9270,Oude Schutting,Emmen,Drenthe,"",Nederland
9271,Oude Verlaat,Muntendam,Groningen,"",Nederland
9272,Oudedijk,Beerta,Groningen,"",Nederland
9273,Oudedijk,Finsterwolde,Groningen,"",Nederland
9274,Oudezijl,Beerta,Groningen,"",Nederland
9275,Oudezijl,Nieuweschans,Groningen,"",Nederland
9276,Oudijk,Drechterland,Noord-Holland,"",Nederland
9277,Oudleusden,Dalfsen,Overijssel,"",Nederland
9278,Ommerschans,Ommen Ambt,Overijssel,"",Nederland
9278,Oosseld,Doetinchem,Gelderland,"",Nederland
9279,Ouwster-Nijega,Doniawerstal,Friesland,"",Nederland
9280,Overbiel,Borculo,Gelderland,"",Nederland
9281,Hogenban,Overschie,Zuid-Holland,"",Nederland
9282,Overschild,Ten Boer,Groningen,"",Nederland
9283,Overschild,Loppersum,Groningen,"",Nederland
9284,Overslingeland,Noordeloos,Zuid-Holland,"",Nederland
9285,Overwetering,Olst,Overijssel,"",Nederland
9286,Oxe,Diepenveen,Overijssel,"",Nederland
9287,Paardelanden,Zuidwolde,Drenthe,"",Nederland
9288,Paddepoel,Noorddijk,Groningen,"",Nederland
9289,Padhuis,Coevorden,Drenthe,"",Nederland
9290,Pallert,Vlagtwedde,Groningen,"",Nederland
9291,De Pals,Beilen,Drenthe,"",Nederland
9294,Peelo,Assen,Drenthe,"",Nederland
9295,Peest,Norg,Drenthe,"",Nederland
9296,Pesserdijk,Ruinen,Drenthe,"",Nederland
9297,Pesserveld,Hoogeveen,Drenthe,"",Nederland
9299,Pieperij,Zuidwolde,Drenthe,"",Nederland
9300,Pikveld,Coevorden,Drenthe,"",Nederland
9301,Plaggenborg,Vlagtwedde,Groningen,"",Nederland
9302,Plankensloot,Zuidlaren,Drenthe,"",Nederland
9303,De Pleegste,Raalte,Overijssel,"",Nederland
9304,Pol en Panheel,Heel,Limburg,"",Nederland
9305,Pol,Wessen,Limburg,"",Nederland
9307,Postweg,Ruinen,Drenthe,"",Nederland
9310,Punthorst,Staphorst,Overijssel,"",Nederland
9311,Rabbinge,Zuidwolde,Drenthe,"",Nederland
9312,Radewijk,Hardenberg,Overijssel,"",Nederland
9313,Radewijk,Hardenberg Ambt,Overijssel,"",Nederland
9314,Ramele,Raalte,Overijssel,"",Nederland
9315,Rande,Diepenveen,Overijssel,"",Nederland
9317,Ranum,Winsum,Groningen,"",Nederland
9318,Rechteren,Dalfsen,Overijssel,"",Nederland
9320,Redichem,Culemborg,Gelderland,"",Nederland
9321,Riele,Diepenveen,Overijssel,"",Nederland
9322,Reeth,Elst,Gelderland,"",Nederland
9323,Reide,Termunten,Groningen,"",Nederland
9325,Rengerskerke,Rengerskerke en Zuidland,Zeeland,"",Nederland
9326,Respelhoek,Borculo,Gelderland,"",Nederland
9327,Ressen,Elst,Gelderland,"",Nederland
9329,Reutum,Tubbergen,Overijssel,"",Nederland
9330,Rha,Steenderen,Gelderland,"",Nederland
9331,Rhaan,Hellendoorn,Overijssel,"",Nederland
9334,Worth-Rheden,Rheden,Gelderland,"",Nederland
9335,Rhedersteeg,Rheden,Gelderland,"",Nederland
9336,Rhee,Vries,Drenthe,"",Nederland
9337,Rheebruggen,Ruinen,Drenthe,"",Nederland
9338,Rheeze,Hardenberg,Overijssel,"",Nederland
9339,Rheeze,Hardenberg Ambt,Overijssel,"",Nederland
9340,Rheezerveen,Hardenberg,Overijssel,"",Nederland
9341,Rheezerveen,Hardenberg Ambt,Overijssel,"",Nederland
9343,Rhienderen,Brummen,Gelderland,"",Nederland
9344,Rhijnauwen,Bunnik,Utrecht,"",Nederland
9345,Riegshoogtendijk,Hoogeveen,Drenthe,"",Nederland
9346,Rietveld en de Bree,Rietveld en de Bree,Zuid-Holland,"",Nederland
9347,Rietvink,Vollenhove Ambt,Overijssel,"",Nederland
9349,Rijsdam,Vlagtwedde,Groningen,"",Nederland
9350,Rijsoord en Strevelshoek,Ridderkerk,Zuid-Holland,"",Nederland
9354,Roderveld,Roden,Drenthe,"",Nederland
9355,Roebolligehoek,Zwollerkerspel,Overijssel,"",Nederland
9356,Roekebos,Wanneperveen,Overijssel,"",Nederland
9357,Roelage,Vlagtwedde,Groningen,"",Nederland
9358,Rogat,De Wijk,Drenthe,"",Nederland
9359,Rollen,Noorddijk,Groningen,"",Nederland
9360,Rondeblesse,Steenwijkerwold,Overijssel,"",Nederland
9361,Ronduite,Wanneperveen,Overijssel,"",Nederland
9362,Roodehaan,Noorddijk,Groningen,"",Nederland
9363,Illikhoven,Roosteren,Limburg,"",Nederland
9364,Vissersweert,Roosteren,Limburg,"",Nederland
9365,Rossum,Weerselo,Overijssel,"",Nederland
9366,Roswinkelermarke,Emmen,Drenthe,"",Nederland
9370,Rotteveen,Muntendam,Groningen,"",Nederland
9371,Stroobos,Grootegast,Groningen,"",Nederland
9372,Rottumeroog,Warffum,Groningen,"",Nederland
9373,Unknown,Oosterhesselen,Drenthe,"",Nederland
9374,Ruinerdijk,Ruinen,Drenthe,"",Nederland
9375,Ruinerweide,Ruinen,Drenthe,"",Nederland
9376,Soureth,Heerlen,Limburg,"",Nederland
9377,Ruitenveen,Nieuwleusen,Overijssel,"",Nederland
9378,Ruitenveen,Zwollerkerspel,Overijssel,"",Nederland
9379,Rundeveen,Emmen,Drenthe,"",Nederland
9380,Rutbeek,Lonneker,Overijssel,"",Nederland
9381,Ruwenhof,Neede,Gelderland,"",Nederland
9385,Sambeeksche Hoek,Sambeek,Noord-Brabant,"",Nederland
9387,Sandebuur,Roden,Drenthe,"",Nederland
9390,Schaaphok,Slochteren,Groningen,"",Nederland
9391,Lichtenberg,Schaesberg,Limburg,"",Nederland
9392,Palenberg,Schaesberg,Limburg,"",Nederland
9393,Scheid,Schaesberg,Limburg,"",Nederland
9394,Kingmatille,Franekeradeel,Friesland,"",Nederland
9395,Schanskerdijk,Beerta,Groningen,"",Nederland
9397,Scharwoude,Avenhorn,Noord-Holland,"",Nederland
9398,Schaveren,Epe,Gelderland,"",Nederland
9399,Scheemdermeer,Midwolda,Groningen,"",Nederland
9400,Scheemderzwaag,Scheemda,Groningen,"",Nederland
9401,Scheerwolde,Steenwijkerwold,Overijssel,"",Nederland
9403,Schelfhorst,Eelde,Drenthe,"",Nederland
9404,Schellach,Veere,Zeeland,"",Nederland
9405,Schelle,Zwollerkerspel,Overijssel,"",Nederland
9406,Schependom,Borculo,Gelderland,"",Nederland
9408,Schermeer,Akersloot,Noord-Holland,"",Nederland
9409,Schieven,Assen,Drenthe,"",Nederland
9410,Gemonde,Schijndel,Noord-Brabant,"",Nederland
9413,Schilligeham,Winsum,Groningen,"",Nederland
9414,Schimmelarij,Sleen,Drenthe,"",Nederland
9415,Engwegen,Schin op Geul,Limburg,"",Nederland
9416,Opscheumer,Schin op Geul,Limburg,"",Nederland
9417,Ransdaal,Schin op Geul,Limburg,"",Nederland
9418,Sint Pieter,Schin op Geul,Limburg,"",Nederland
9419,Veecaten,Zalk en Veecaten,Overijssel,"",Nederland
9420,Walem,Schin op Geul,Limburg,"",""
9421,Daniken,Schinnen,Limburg,"",Nederland
9422,Heisterbrug,Schinnen,Limburg,"",Nederland
9423,Hommert,Schinnen,Limburg,"",Nederland
9424,Schipborg,Anloo,Drenthe,"",Nederland
9425,Schipborg,De Wijk,Drenthe,"",Nederland
9426,Scholthuizen,Veendam,Groningen,"",Nederland
9427,Schoonebeek,Dalen,Drenthe,"",Nederland
9428,Schoonebeekerveld,Schoonebeek,Drenthe,"",Nederland
9429,Schoonloërveld,Rolde,Drenthe,"",Nederland
9430,Schoonvelde,De Wijk,Drenthe,"",Nederland
9431,Schoppenstede,Delden Stad,Overijssel,"",Nederland
9434,Schottershuizen,Zuidwolde,Drenthe,"",Nederland
9435,Schrapsveen,Zuidwolde,Drenthe,"",Nederland
9436,Schuilingsoord,Zuidlaren,Drenthe,"",Nederland
9437,Schuinesloot,Hardenberg,Overijssel,"",Nederland
9438,Schuinesloot,Hardenberg Ambt,Overijssel,"",Nederland
9439,Schutsloot,Wanneperveen,Overijssel,"",Nederland
9442,Sellingerbeetse,Vlagtwedde,Groningen,"",Nederland
9443,Seupiesveen,Emmen,Drenthe,"",Nederland
9444,Unknown,Havelte,Drenthe,"",Nederland
9445,Enterbroek,Wierden,Overijssel,"",Nederland
9446,Gravenambacht 's-,'s-Gravenambacht,Zuid-Holland,"",Nederland
9447,Gravenwaard 's-,Herwen en Aerdt,Gelderland,"",Nederland
9448,Den Hof,De Wijk,Drenthe,"",Nederland
9449,Sibculo,Hardenberg Ambt,Overijssel,"",Nederland
9452,Sinoutskerke,'s-Heer Abtskerke,Zeeland,"",Nederland
9453,Sinoutskerke en Baarsdorp,Sinoutskerke en Baarsdorp,Zeeland,"",Nederland
9454,Sint Andries,Heerewaarden,Gelderland,"",Nederland
9455,Sint Annabrink,Delden Stad,Overijssel,"",Nederland
9458,Sint Jansklooster,Vollenhove Ambt,Overijssel,"",Nederland
9459,Sint Joosland,Middelburg,Zeeland,"",Nederland
9462,Sint Maartensregt,Schipluiden,Zuid-Holland,"",Nederland
9465,Breust,Sint Geertruid,Limburg,"",Nederland
9466,Zijtak,Odoorn,Drenthe,"",Nederland
9467,Aalbeek,Wijnandsrade,Limburg,"",Nederland
9468,Beseilberg,Slenaken,Limburg,"",Nederland
9469,Heijenrath,Slenaken,Limburg,"",Nederland
9470,Hoogcruts,Slenaken,Limburg,"",Nederland
9471,Schilberg,Slenaken,Limburg,"",Nederland
9472,Slichtenhorst,Nijkerk,Gelderland,"",Nederland
9473,Slochterveld,Slochteren,Groningen,"",Nederland
9474,Unknown,Zuidwolde,Drenthe,"",Nederland
9475,Smeulveen,Emmen,Drenthe,"",Nederland
9478,Spengen,Breukelen (UT),Utrecht,"",Nederland
9479,Speuld,Ermelo,Gelderland,"",Nederland
9480,Spier,Beilen,Drenthe,"",Nederland
9481,Spijk,Herwen en Aerdt,Gelderland,"",Nederland
9482,Spijkerboor,Anloo,Drenthe,"",Nederland
9484,Spitsbergen,Sappemeer,Groningen,"",Nederland
9485,Sint Joris,Delft,Zuid-Holland,"",Nederland
9486,Stadskiel,Nieuweschans,Groningen,"",Nederland
9487,Stapelerveld,De Wijk,Drenthe,"",Nederland
9488,Starterij,Hoogeveen,Drenthe,"",Nederland
9490,Steenbergen,Roden,Drenthe,"",Nederland
9491,Steenbergen,Zuidwolde,Drenthe,"",Nederland
9492,Toldijk,Steenderen,Gelderland,"",Nederland
9493,Steendijk,Assen,Drenthe,"",Nederland
9494,Steenplaats,Strijen,Zuid-Holland,"",Nederland
9495,Steenwijksmoer,Coevorden,Drenthe,"",Nederland
9496,Stegeren,Ommen,Overijssel,"",Nederland
9497,Stegeren,Ommen Ambt,Overijssel,"",Nederland
9498,Kort Haarlem,Land van Stein,Zuid-Holland,"",Nederland
9499,Stein,Land van Stein,Zuid-Holland,"",Nederland
9500,Maasband,Stein (LI),Limburg,"",Nederland
9501,Houterend,Stein (LI),Limburg,"",Nederland
9502,Op het Kerend,Stein (LI),Limburg,"",Nederland
9503,Veldschuur,Stein (LI),Limburg,"",Nederland
9504,Willens,Stein (LI),Limburg,"",Nederland
9506,Sterenborg,Onstwedde,Groningen,"",Nederland
9507,Sterkenburg,Driebergen,Utrecht,"",Nederland
9509,Stieltjeskanaal,Dalen,Drenthe,"",Nederland
9510,Stobben,Vlagtwedde,Groningen,"",Nederland
9511,Stokhem,Wijlre,Limburg,"",Nederland
9512,Stokkum,Goor,Overijssel,"",Nederland
9513,Stokkumerbroek,Markelo,Overijssel,"",Nederland
9515,Streukel,Zwollerkerspel,Overijssel,"",Nederland
9516,Streukel,Hasselt,Overijssel,"",Nederland
9518,Struikberg,De Wijk,Drenthe,"",Nederland
9522,Baakhoven,Susteren,Limburg,"",Nederland
9523,Veldkamp,De Wijk,Drenthe,"",Nederland
9524,Het Goor,Steenwijkerwold,Overijssel,"",Nederland
9526,'t Harde,Ekburg,Gelderland,"",Nederland
9527,Veldhuizen,Ede,Gelderland,"",Nederland
